site,lines,words,tags,div,h1,h2,h3,img,table,p,a,iframe,keyword,url_change,Anti-Adblock,
kurs.com.ua/mezhbank,-7,-761,25,6,0,0,0,1,0,0,0,3,0,0,,
lanacion.com.ar,0,0,22,11,0,0,0,0,0,0,0,11,0,0,,
larioja.com,987,3405,3194,757,0,5,79,200,0,5,812,13,0,0,,
lasprovincias.es,-4,-22,-7,-21,0,0,0,0,0,-1,-1,-6,0,0,,
last.fm,5,-10,11,0,0,0,0,4,0,0,4,0,1,0,,
latimes.com,13,42,73,29,0,0,0,4,0,0,2,12,0,0,,
latin.it,0,0,9,0,0,0,0,0,0,0,0,1,0,0,,
lavanguardia.com,28,121,91,17,7,0,0,10,0,1,15,1,1,0,,
laverdad.es,-4,-22,-24,-31,0,0,0,0,0,-1,-1,-11,0,0,,
lavozdealmeria.es,375,2086,1226,560,1,2,70,76,0,89,252,25,0,1,,
leagueoflegends.wikia.com,-3,-528,-890,-595,0,0,0,0,0,0,0,6,1,0,,
leakedearly.gdn,-4,-55,5,-1,-1,0,0,2,0,-3,0,2,1,0,,
leech.ae,2,-22,22,16,0,0,0,0,0,0,2,7,1,1,,
lepoint.fr,2,6,18,0,0,0,0,2,0,0,0,6,1,0,,
lequipe.fr,0,-7,3,0,0,0,0,0,0,0,0,2,0,0,,
letras.mus.br,-7,-71,-7,-8,-1,0,0,-1,0,-4,0,1,1,0,,
levante-emv.com,1,2,9,5,0,0,0,0,0,0,0,3,1,0,,
liens-telechargement.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
linkneverdie.com,1,3,0,0,0,0,0,0,0,0,0,0,1,0,,
liveedu.tv/livestreams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
lmss.vn,0,-16,41,20,0,0,0,0,0,0,3,2,1,0,,
locopelis.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
lolalytics.com,0,0,17,0,0,0,0,0,0,0,0,4,0,0,,
lookr.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
macgames-download.com,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,
magesy.be,26,701,85,17,0,1,0,0,0,8,12,10,1,0,,
mako.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
mallorcazeitung.es,862,4473,3049,893,1,27,75,161,4,117,539,43,1,0,,
mangaant.com,8,1086,62,31,0,0,0,3,0,0,9,3,0,0,,
marca.com,0,-88,10,0,0,0,0,0,0,0,0,5,0,0,,
maspeliculas.cc,0,0,14,-1,0,0,0,0,0,0,0,1,0,0,,
mediafire.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
medicalnewstoday.com,-2,-39,5,1,0,0,0,1,0,0,0,3,0,0,,
meizufans.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
menshealth.com,21,1151,85,55,0,0,0,-3,0,2,-5,7,1,0,,
menshealth.com/guy-wisdom/6-pains-worse-than-childbirth,14,694,63,25,0,0,0,5,0,3,3,7,1,0,,
merca20.com,0,0,3,0,0,0,0,0,0,0,0,2,0,0,,
merriam-webster.com,0,0,11,3,0,0,0,0,0,0,0,6,1,0,,
mexashare.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
minecrafthousedesign.com,0,0,12,0,0,0,0,0,0,0,0,3,0,0,,
mineplex.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
miniminiplus.pl,2,2,11,0,0,0,0,0,0,0,0,0,0,0,,
miohentai.com/stream/mutual-childhood-love-tainted.html,1,1,7,3,0,0,0,0,0,0,1,2,0,0,,
mirrorcreator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
mirrorcreator.com/files/056qyyqg/fe4c155ca5774d66b3ff1226b6de2cb8.rar_links,9,689,75,51,0,0,0,7,0,0,13,0,0,0,,
mitele.es,214,171,962,411,0,10,30,27,0,85,82,2,1,0,,
mivo.com,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,
moeni.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
mokeedev.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
monova.org,-1,-12,6,2,0,0,0,0,0,0,0,-4,1,0,,
moonwalk.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
morgenweb.de,563,4554,1706,458,-1,66,20,84,0,93,265,19,1,1,,
mp3juices.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
mspfa.com,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,
mujeres-desnudas.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
multiup.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
mundodeportivo.com,9,27,31,2,0,0,2,2,0,0,4,1,0,0,,
muyinteresante.es,-8,-39,29,7,0,0,0,0,0,0,0,10,0,0,,
mwpaste.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
mx.blastingnews.com,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,,
mx.dk,-6,48,1,4,0,-1,0,2,0,0,0,5,1,0,,
myfxbook.com/dashboard,-3,-18,-10,-2,0,0,0,0,0,0,-2,-1,1,0,,
mylifetime.com,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,
mylink.st,-1,-7,10,0,0,0,0,-1,0,0,-1,3,0,0,,
nachrichten.at,-12,-123,-1,5,0,0,0,-1,0,0,-3,8,1,0,,
natationpourtous.com,129,771,296,42,0,7,4,24,0,28,77,0,0,0,,
nbc.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,
nbcsports.com,0,-2,6,0,0,0,0,0,0,0,0,2,1,0,,
ndtv.com,-475,-30632,-2273,-554,-1,-60,-31,-237,0,-7,-619,-9,1,1,,
needrom.com,0,0,11,0,0,0,0,0,0,0,0,2,1,0,,
nesbox.com,0,0,17,0,0,0,0,0,0,0,0,4,0,0,,
net.hr,16,72,76,17,0,0,0,0,0,0,0,10,0,0,,
newpct.com,1,2,36,17,0,0,0,0,0,0,1,4,0,0,,
newz.dk,-6,-244,3,-8,0,0,0,1,0,0,-1,4,1,0,,
next-episode.net,0,0,11,0,0,0,0,0,0,0,0,2,0,0,,
nmac.to,-1,-5,23,0,0,0,0,0,0,0,0,6,0,0,,
noluyor.tv/aykut-kocaman-in-baskanlik-icin-yaptigi-aciklama,0,0,11,0,0,0,0,0,0,0,0,2,0,0,,
notalwaysworking.com,5,176,71,5,0,0,0,0,0,0,5,6,0,0,,
noticias.r7.com,4,40,24,6,0,0,0,3,0,0,2,7,1,0,,
noticiasautomotivas.com.br,-4,-538,-1002,-500,0,0,0,0,0,0,0,1,1,0,,
nyheter24.se,0,67,20,-7,0,1,0,5,0,0,3,1,1,0,,
obi.hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
obi.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
observalgerie.com,-1,-32,69,6,-1,0,0,9,0,-4,-1,10,1,0,,
ohmygag.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
oload.info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
oload.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ondemandkorea.com,2,91,5,0,0,0,0,0,0,0,0,1,0,0,,
onedollarlesson.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
onhax.me,405,3020,1058,181,0,35,-1,32,0,28,190,15,1,0,,
onhax.net,405,3020,1055,181,0,35,-1,32,0,28,190,15,1,0,,
onitube.com,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,
onlinebee.in,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,
onmsft.com,294,1036,917,463,4,0,-1,67,0,1,220,16,1,0,,
openload.co,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,
orgasmnaut.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ovar.io,-1,-3,21,10,0,0,0,0,0,0,0,5,0,0,,
palimas.tv,0,0,96,12,0,0,0,0,0,0,0,84,0,0,,
pandastream.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
paraloscuriosos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
paris.onvasortir.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
parkers.co.uk,0,0,17,4,0,0,0,0,0,0,0,7,0,0,,
pasteca.sh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
peliculasmegahdd.net,1,2,4,1,0,0,0,0,0,0,0,2,1,0,,
pelispedia.tv,0,0,15,0,0,0,0,0,0,0,0,1,1,0,,
photobucket.com,3,2662,10,1,0,0,0,0,0,0,0,2,0,0,,
picfont.com,-10,-62,-3,-3,0,0,0,-1,0,0,-1,2,1,0,,
pizap.com,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,
planetatvonlinehd.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
play.tv3.lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
player.pl,0,19,3,0,0,0,0,1,0,0,0,0,0,0,,
playrust.io,1040,4465,1561,260,0,0,0,260,0,260,520,1,1,0,,
playview.io,293,1241,847,338,22,0,0,103,0,1,110,1,1,0,,
pordede.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
pornbimbo.com,-6,-162,5,3,0,0,0,-6,0,0,0,6,0,0,,
pornozot.com,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,
pornve.com,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,
pornvibe.org,16,415,98,46,0,0,0,12,0,0,17,9,1,0,,
portalplock.pl,-4,10,7,-3,0,0,0,-2,0,-1,-2,4,1,0,,
post-gazette.com,658,6198,2145,914,1,2,-1,94,7,4,536,18,1,0,,
preparatefol.milaulas.com,118,1333,415,150,0,5,6,11,7,4,48,4,1,0,,
proboards.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
programasfreepc.blogspot.com,0,0,21,0,0,0,0,0,0,0,0,6,0,0,,
propolski.com,-15,-110,-14,-1,-1,0,0,1,0,-9,-1,0,1,0,,
q2.be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
qbasic.net,0,0,17,0,0,0,0,0,0,0,0,3,0,0,,
qrserver.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
radioloyalty.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
rapidgrab.pl,1,2,14,4,0,0,0,2,0,0,10,1,1,0,,
rapidvideo.com/embed/ogr78zbm,1,2,6,2,0,0,0,0,0,0,0,2,1,0,,
realkana.com,0,0,11,0,0,0,0,0,0,0,0,2,0,0,,
recordtv.r7.com,4,338,20,5,0,0,0,1,0,0,0,3,0,0,,
reeksite.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
repubblica.it,-5,-1470,93,45,0,0,0,0,0,0,18,-1,0,0,,
rte.ie,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,
rule34hentai.net,4,4,74,44,0,0,0,5,0,1,5,6,0,0,,
rus.delfi.ee,3,38,53,13,0,0,0,13,0,0,3,7,0,0,,
s551963162.mialojamiento.es/ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
salon.com,42,589,133,61,0,0,4,2,0,2,13,2,1,0,,
samehadaku.net,16,1339,99,41,0,0,0,3,0,0,5,9,1,0,,
sat-universe.com,6,681,47,30,0,0,0,6,0,0,7,0,1,0,,
sc2casts.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
seattletimes.com,0,0,-1,-9,0,0,0,0,0,0,2,3,1,0,,
seekingalpha.com/market-outlook,-4,-7,0,0,0,0,0,0,0,0,-2,2,0,0,,
seirsanduk.com/?id=btv-cinema,9,1129,87,66,0,0,0,5,0,0,10,1,1,0,,
sexolic.com,13,404,47,34,0,0,0,0,0,0,5,5,0,0,,
sgxcafe.com,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,
share-online.biz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
short.am/95bt0d,1,71,23,9,0,0,0,0,0,0,0,4,1,0,,
short.am/klbbpe,1,71,23,9,0,0,0,0,0,0,0,4,1,0,,
simpsonsworld.com,-1,-8,-2,0,0,0,0,0,0,0,0,0,0,0,,
sintelevisor.com,0,0,12,0,0,0,0,3,0,0,0,3,0,0,,
sjp.pwn.pl,40,799,199,41,0,0,0,32,0,0,1,8,1,0,,
skidrow-games.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
slader.com,2,184,67,1,0,0,0,1,0,0,0,12,1,0,,
slate.com,3,23,25,3,0,0,0,0,0,0,0,6,1,0,,
smashingmagazine.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
smsbomber.in,12,60,43,3,-1,2,-1,0,0,2,3,2,1,0,,
sms-empfangen.com,0,0,15,0,0,0,0,0,0,0,0,3,1,0,,
socksproxylist24.blogspot.com,-3,-17,11,0,0,0,0,0,0,-1,0,4,1,0,,
softonic.com,-1,-250,18,11,0,0,0,0,0,0,0,7,1,0,,
solojuegospc.net,-6,-46,-7,0,0,0,0,-1,0,-1,0,0,1,0,,
sozcu.com.tr,484,3483,2103,949,0,6,79,121,0,21,407,11,0,1,,
spaste.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
speedof.me,-4,-16,8,2,0,0,0,0,0,0,0,2,1,0,,
speedtest.net,0,0,46,14,0,0,0,0,0,0,0,9,1,0,,
spiegel.de,20,223,80,31,0,0,0,0,0,0,2,6,1,0,,
standard.co.uk,5,183,19,8,0,0,0,0,0,0,3,5,0,0,,
staticnlcdn.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
steamid.eu,102,545,486,87,0,2,7,78,0,7,135,6,1,0,,
streamcloud.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
streamonsports.com,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,,
strikeout.co,7,112,28,3,0,0,0,0,0,0,0,6,0,0,,
strikeout.me,2,46,4,0,0,0,0,0,0,0,0,2,0,0,,
sueddeutsche.de,13,30,41,14,0,0,0,0,0,0,0,3,1,0,,
sueddeutsche.de,16,105,44,14,0,0,0,0,0,0,0,4,1,0,,
superanimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
superdeporte.es,1079,5267,3689,862,1,44,78,169,20,104,738,30,1,0,,
svetandroida.cz,-6,-41,-4,-1,-1,0,0,1,0,-1,-2,1,1,0,,
syriancivilwarmap.com,111,1276,344,86,1,1,0,5,0,10,76,2,1,0,,
sz.de,12,-15,40,16,0,0,0,0,0,0,0,2,1,0,,
sznpaste.net,7,270,42,7,-1,0,-1,4,0,-3,10,0,1,0,,
techforever.net/2014/07/smart-install-maker-504-serial-keys.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
tenplay.com.au,15,107,121,55,0,0,0,15,0,0,8,18,1,0,,
tf2center.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tg007.net,224,1164,645,263,11,0,0,65,0,0,92,7,1,1,,
theartstory.org,5,5,45,10,0,0,0,0,0,0,0,5,0,0,,
thebooksout.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
thefreedictionary.com,1,23,1,0,0,0,0,0,0,0,0,0,1,0,,
thegeekyglobe.com,0,0,18,0,0,0,0,1,0,0,0,5,0,0,,
theglobeandmail.com,0,0,6,0,0,0,0,0,0,0,0,2,1,0,,
thehardtimes.net,0,0,9,1,0,0,0,1,0,0,0,1,1,0,,
theinquirer.net,0,0,6,0,0,0,0,0,0,0,0,2,0,0,,
themelock.com,24,4,33,0,0,0,0,1,0,0,0,5,0,0,,
thenextweb.com,0,0,2,0,0,0,0,2,0,0,0,0,1,0,,
thesaurus.com,1,1,33,3,0,0,0,0,0,0,0,9,0,0,,
thisav.com,11,379,42,29,0,0,0,0,0,0,4,4,0,0,,
timesofindia.com,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,
tinypaste.cc,23,507,80,15,-1,0,-1,2,0,0,18,1,1,0,,
tinyurl.com/jzg2uf3,4,77,43,5,0,0,0,0,0,0,0,11,0,0,,
titulky.com,-7,-43,19,3,-1,0,0,1,0,0,1,6,0,0,,
tmearn.com,0,0,3,1,0,0,0,0,0,0,0,1,1,0,,
todotumac.com,-6,-44,3,0,0,0,0,-1,0,-1,0,2,1,0,,
toonget.net,13,732,88,28,0,0,0,8,0,1,19,10,0,0,,
topserialy.sk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
topserialy.to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
toptipstricks.com,-2,-55,22,-4,0,-1,0,0,0,0,-1,8,1,0,,
torjackan.info,-2,-52,17,13,-1,0,0,2,0,-4,-1,7,1,0,,
torrentfunk.com,-9,-12,19,0,0,0,0,1,0,0,-4,5,0,0,,
torrentleech.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
totaldebrid.org,-1,-5,2,1,0,0,0,0,0,0,9,2,0,0,,
tout-bon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tr.nakednepaligirl.com,0,7,1,0,0,0,0,0,0,0,0,0,0,0,,
trakt.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
treeofsavior.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tripadvisor.com,-8,56,-165,-114,0,0,0,-23,0,0,-8,0,1,0,,
tsa-algerie.com,5,379,15,5,0,0,0,0,0,0,1,4,0,0,,
tsviewer.com,-8,-14,-16,-11,0,0,-1,-5,0,0,-9,1,0,0,,
tuba.fm,24,267,51,10,0,0,0,0,0,0,0,5,0,0,,
tv3sport.dk,4,260,24,4,0,0,0,5,0,1,0,6,0,0,,
tvarticles.me/vid.php?id=120309,0,0,19,20,0,0,0,0,0,0,0,0,1,0,,
tvrain.ru,1,11,0,0,0,0,0,0,0,0,0,1,0,0,,
tvshqip.tv,-7,-79,-7,-1,-1,0,0,1,0,-4,-1,0,1,0,,
tvtropes.org,-4,110,155,0,0,0,0,0,0,0,6,10,1,0,,
tweaktown.com,-2,-318,31,3,0,0,0,-1,0,0,1,12,1,0,,
tweaktown.com/reviews/8423/intel-optane-ssd-900p-280gb-480gb-aic-nvme-pcie-review/index.html,1,-300,37,3,0,0,0,-1,0,0,1,12,1,0,,
twitch.tv,0,2,6,2,0,0,0,0,0,0,0,2,0,0,FALSE,
twitch.tv/directory/game/irl,0,10,2,0,0,0,0,0,0,0,0,1,0,0,,
u2s.io,51,605,263,120,-1,3,2,10,3,1,18,1,1,0,,
ul.to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ultim-telechargementz.com,-1,-7,-3,0,0,0,0,0,0,-1,0,0,0,0,,
ulusalpost.tv,3,6,42,23,0,0,0,0,0,0,0,7,0,0,,
up-4ever.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
up-4ever.com/dl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
uploaded.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
uplod.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
urle.co,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,
usatoday.com,-7,-399,-31,-18,0,0,0,0,0,0,-4,2,1,0,,
usercloud.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
userscloud.com,3,18,10,4,0,0,0,0,0,0,2,2,0,0,,
userupload.net,0,0,8,0,0,0,0,0,0,0,0,1,0,0,,
uskip.me,0,0,6,0,0,0,0,0,0,0,0,2,0,0,,
veja.abril.com.br,0,0,23,4,0,0,0,3,0,0,0,4,1,0,,
venturebeat.com,0,0,77,13,0,0,0,1,0,0,0,28,0,0,,
vercanalestv.com,0,0,5,0,0,0,0,0,0,0,0,2,0,0,,
version2.dk,-11,-148,-12,-1,-1,0,0,-1,0,-7,0,0,1,0,,
viafree.no,0,0,2,0,0,0,0,0,0,0,0,0,1,0,,
viafree.se,0,0,2,0,0,0,0,0,0,0,0,1,1,0,,
viasatsport.se,6,514,10,0,0,0,0,3,0,2,0,2,0,0,,
videacesky.cz,10,876,53,0,0,0,0,0,0,0,0,4,0,0,,
videohelp.com,0,0,12,1,0,0,0,0,0,0,0,2,1,0,,
vidlox.tv,0,0,15,11,0,0,0,0,0,0,0,4,0,0,,
vidoza.net,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,
vivo-tv.com,-1,-3,35,0,0,0,0,-1,0,0,-1,11,0,0,,
vizer.tv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
vtm.be,-1,-37,-4,-2,0,2,-2,0,0,-1,0,0,0,0,,
vvvvid.it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
wakfutemporada2subs.blogspot.com,287,2393,943,314,-1,14,5,31,2,-3,186,21,1,0,,
warforum.cz,705,1901,1857,0,0,0,0,191,149,3,334,0,0,0,,
washingtonpost.com,0,0,19,5,0,0,0,0,0,0,0,9,0,0,,
watchseries.ac/episode/seinfeld_s2_e9.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
weather2day.co.il,-2,-20,15,0,0,0,0,-1,0,-1,0,5,1,0,,
web.tv:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
wenxuecity.com,19,98,102,8,0,0,0,10,0,0,0,10,1,0,,
weszlo.com,2,4,29,7,0,0,0,0,0,0,0,5,0,0,,
wetter.com,32,1676,90,26,0,0,0,1,0,0,0,8,1,0,,
wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
wired.it,0,0,42,16,0,0,0,0,0,0,0,18,1,0,,
wiz1.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
wordsense.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
wowtoken.info,929,1230,1621,45,0,5,0,0,20,0,0,1,0,0,,
wowturkey.com,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,
wurstclient.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
wurst-client.tk,23,-201,-14,-80,0,2,0,-10,0,27,-8,0,0,1,,
xmac.xyz,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
xmoviesforyou.com,1,3,0,1,0,0,0,0,0,0,0,0,0,0,,
xn--a-ko6aq37itxj.com/av,2,32,23,8,0,0,0,1,0,0,1,15,0,0,,
xossip.com,0,-4,8,3,0,0,0,3,0,0,0,0,0,0,,
yairworkshop.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
zaipoc.com,1,2,8,1,0,0,0,0,0,0,0,4,0,0,,
zattoo.com,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,
zeusnews.it,3,-53,50,0,0,0,0,0,1,0,0,11,0,0,,
zeusnews.it/n.php?c=25500,-8,1,-18,0,0,0,0,0,-8,0,0,6,1,0,,
zmovs.com,-4,-66,5,1,0,0,0,0,0,0,0,3,1,0,,
zo.ee,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
zwergenstadt.com,-4,-33,7,0,0,0,0,1,0,-1,1,3,1,0,,
